21:41:45:667,0.244785,0.015046,0.720153,0.254567,0.0194231,0.718727
21:41:45:768,0.248897,0.0170077,0.719639,0.2584,0.0212796,0.717727
21:41:45:868,0.252797,0.018783,0.718856,0.261755,0.0229196,0.716684
21:41:45:968,0.256513,0.020497,0.717967,0.26545,0.0246893,0.715091
21:41:46:068,0.260129,0.0221921,0.716833,0.26807,0.0262498,0.713984
21:41:46:169,0.263454,0.0238599,0.715646,0.271115,0.0283281,0.712762
21:41:46:269,0.266603,0.0256501,0.714491,0.273593,0.0300519,0.71166
21:41:46:369,0.269495,0.0274172,0.713245,0.276482,0.0318868,0.710232
21:41:46:469,0.272367,0.0292091,0.711959,0.278098,0.0330438,0.70956
21:41:46:570,0.274834,0.0308219,0.710915,0.27987,0.0343167,0.708845
21:41:46:670,0.276933,0.0323115,0.710072,0.282002,0.0359263,0.707658
21:41:46:770,0.279056,0.0337869,0.709029,0.283586,0.0367459,0.706354
21:41:46:870,0.280948,0.035079,0.707931,0.285265,0.037672,0.704869
21:41:46:971,0.282611,0.0362139,0.706888,0.286622,0.038556,0.703654
21:41:47:071,0.284234,0.0372203,0.705843,0.287406,0.0394937,0.702604
21:41:47:171,0.285475,0.0381695,0.705019,0.287659,0.0399782,0.700148
21:41:47:271,0.28635,0.0389067,0.703832,0.287482,0.0399116,0.697162
21:41:47:371,0.286982,0.0394954,0.701774,0.287022,0.0394351,0.694777
21:41:47:472,0.287437,0.039716,0.699184,0.286253,0.0384081,0.692336
21:41:47:572,0.28739,0.0397147,0.696244,0.28591,0.0376222,0.689605
21:41:47:672,0.286921,0.0395009,0.693632,0.285594,0.0371225,0.687312
21:41:47:772,0.286486,0.0391332,0.691166,0.284766,0.0362012,0.684868
21:41:47:873,0.28591,0.0384108,0.688699,0.283669,0.03518,0.682936
21:41:47:973,0.285141,0.0374311,0.686365,0.282904,0.0343027,0.6812
21:41:48:073,0.284301,0.0364202,0.684179,0.282122,0.0335524,0.678836
21:41:48:173,0.283437,0.035438,0.682131,0.28117,0.0325671,0.676344
21:41:48:273,0.28255,0.0344281,0.679898,0.280208,0.0314636,0.674413
21:41:48:374,0.281656,0.0334306,0.677631,0.279217,0.0304301,0.672807
21:41:48:474,0.280698,0.032311,0.675631,0.278386,0.0297146,0.67162
21:41:48:574,0.279712,0.0313097,0.673994,0.277063,0.0288198,0.669919
21:41:48:674,0.278762,0.0303275,0.672304,0.276048,0.0280485,0.668461
21:41:48:774,0.277712,0.0294524,0.670725,0.274679,0.0271597,0.66678
21:41:48:875,0.27652,0.0285454,0.6691,0.273149,0.0263005,0.664494
21:41:48:975,0.275203,0.027698,0.667332,0.272209,0.0260711,0.661742
21:41:49:075,0.27394,0.0269443,0.66527,0.271871,0.0263089,0.658357
21:41:49:176,0.272972,0.0266113,0.662736,0.27194,0.0268332,0.654971
21:41:49:276,0.2724,0.0265275,0.659726,0.272003,0.0275744,0.652442
21:41:49:376,0.272173,0.0265087,0.656818,0.27196,0.0281796,0.65034
21:41:49:476,0.272038,0.0266535,0.654173,0.27166,0.0287222,0.647718
21:41:49:576,0.271957,0.0270175,0.651554,0.271128,0.0289418,0.645413
21:41:49:677,0.271755,0.0274085,0.648943,0.270354,0.0289982,0.642911
21:41:49:777,0.271193,0.0278428,0.646575,0.269441,0.028841,0.640225
21:41:49:877,0.270553,0.0281294,0.644155,0.268663,0.0287023,0.638028
21:41:49:979,0.26979,0.0282216,0.641655,0.267988,0.028876,0.636305
21:41:50:078,0.269088,0.02829,0.639403,0.267512,0.0289176,0.635022
21:41:50:178,0.268395,0.0284074,0.637516,0.26724,0.0288446,0.634416
21:41:50:278,0.267917,0.0284785,0.636101,0.267096,0.0288183,0.634202
21:41:50:378,0.26751,0.0285537,0.635237,0.267028,0.0288251,0.633984
21:41:50:478,0.2672,0.0286372,0.634671,0.266831,0.0286794,0.633697
21:41:50:578,0.266976,0.0286892,0.634343,0.266575,0.028275,0.633801
21:41:50:679,0.266806,0.0286839,0.634077,0.26647,0.027501,0.635344
21:41:50:779,0.266687,0.0286711,0.634076,0.26656,0.0256461,0.640346
21:41:50:879,0.266495,0.0281579,0.635509,0.266554,0.0241791,0.644675
21:41:50:979,0.266289,0.027099,0.638362,0.26663,0.0223896,0.650239
21:41:51:080,0.266093,0.0256317,0.642542,0.266601,0.0212103,0.654742
21:41:51:180,0.26598,0.0240838,0.647177,0.266298,0.0201398,0.659659
21:41:51:280,0.265998,0.0226591,0.651748,0.265688,0.0190552,0.664065
21:41:51:380,0.265817,0.0213206,0.656528,0.264889,0.0179286,0.668018
21:41:51:480,0.265339,0.0200298,0.661099,0.26425,0.0168819,0.67171
21:41:51:581,0.264803,0.018836,0.665304,0.263043,0.0160084,0.675748
21:41:51:681,0.264121,0.0177554,0.669413,0.261881,0.0151086,0.680269
21:41:51:781,0.26329,0.0167141,0.673527,0.260621,0.0144291,0.684246
21:41:51:881,0.262307,0.0158218,0.677698,0.25931,0.0136559,0.68875
21:41:51:981,0.261082,0.0148876,0.682419,0.258055,0.0129673,0.694162
